EURUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
09/04/2024 07:00,1.10531,1.1063,1.1045,1.1056,2.9,0.03,
09/04/2024 06:00,1.10577,1.10579,1.1046,1.10533,-4.4,-0.04,
09/04/2024 05:00,1.10561,1.1061,1.1053,1.10571,1.0,0.01,
09/04/2024 04:00,1.10537,1.1057,1.1052,1.10568,3.1,0.03,
09/04/2024 03:00,1.1052,1.1056,1.1048,1.10544,2.4,0.02,
09/04/2024 02:00,1.10531,1.10562,1.1048,1.10524,-0.7,-0.01,
09/04/2024 01:00,1.10481,1.10562,1.1046,1.10519,3.8,0.03,
09/04/2024 00:00,1.1048,1.10513,1.1045,1.1047,-1,-0.01,
09/03/2024 23:00,1.10452,1.1051,1.1043,1.1049,3.8,0.03,
09/03/2024 22:00,1.1045,1.105,1.1038,1.10456,0.6,0.01,
09/03/2024 21:00,1.10422,1.1056,1.103,1.10441,1.9,0.02,
09/03/2024 20:00,1.10415,1.1045,1.1038,1.10422,0.7,0.01,
09/03/2024 19:00,1.10378,1.1043,1.1036,1.10415,3.7,0.03,
09/03/2024 18:00,1.10274,1.10389,1.1025,1.10386,11.2,0.10,
09/03/2024 17:00,1.10393,1.1041,1.1025,1.1027,-12.3,-0.11,
09/03/2024 16:00,1.10424,1.10471,1.1036,1.10396,-2.8,-0.03,
09/03/2024 15:00,1.10422,1.10445,1.1034,1.10424,0.2,0.00,
09/03/2024 14:00,1.10589,1.10688,1.1036,1.10421,-16.8,-0.15,
09/03/2024 13:00,1.1048,1.1064,1.1046,1.10605,12.5,0.11,
09/03/2024 12:00,1.1036,1.10525,1.10326,1.10468,10.8,0.10,
09/03/2024 11:00,1.10355,1.1043,1.10336,1.10367,1.2,0.01,
09/03/2024 10:00,1.10402,1.10418,1.10332,1.10359,-4.3,-0.04,
09/03/2024 09:00,1.10488,1.10507,1.10343,1.10402,-8.6,-0.08,
09/03/2024 08:00,1.1056,1.10598,1.10475,1.10485,-7.5,-0.07,
09/03/2024 07:00,1.10616,1.10677,1.10556,1.10565,-5.1,-0.05,
09/03/2024 06:00,1.10593,1.10616,1.10509,1.10615,2.2,0.02,
09/03/2024 05:00,1.10543,1.10601,1.10537,1.10601,5.8,0.05,
09/03/2024 04:00,1.10578,1.10588,1.10536,1.10542,-3.6,-0.03,
09/03/2024 03:00,1.10634,1.10636,1.10575,1.10582,-5.2,-0.05,
09/03/2024 02:00,1.10671,1.10704,1.10626,1.10639,-3.2,-0.03,
09/03/2024 01:00,1.10604,1.10684,1.10599,1.10671,6.7,0.06,
09/03/2024 00:00,1.10671,1.1069,1.10587,1.10608,-6.3,-0.06,
09/02/2024 23:00,1.10665,1.10683,1.10643,1.1067,0.5,0.00,
09/02/2024 22:00,1.10708,1.1073,1.10664,1.10669,-3.9,-0.04,
09/02/2024 21:00,1.10649,1.10722,1.10649,1.10706,5.7,0.05,
09/02/2024 20:00,1.10722,1.10727,1.10704,1.10719,-0.3,0.00,
09/02/2024 19:00,1.10709,1.10729,1.10702,1.10724,1.5,0.01,
09/02/2024 18:00,1.10684,1.10717,1.10682,1.10709,2.5,0.02,
09/02/2024 17:00,1.10658,1.1069,1.10658,1.10685,2.7,0.02,
09/02/2024 16:00,1.10678,1.10684,1.10624,1.1066,-1.8,-0.02,
09/02/2024 15:00,1.10692,1.1071,1.10633,1.10678,-1.4,-0.01,
09/02/2024 14:00,1.10679,1.10715,1.10598,1.10691,1.2,0.01,
09/02/2024 13:00,1.10681,1.10721,1.1066,1.10682,0.1,0.00,
09/02/2024 12:00,1.10594,1.10714,1.10583,1.10678,8.4,0.08,
09/02/2024 11:00,1.10665,1.1069,1.1058,1.1058,-8.5,-0.08,
09/02/2024 10:00,1.10689,1.1071,1.106,1.10664,-2.5,-0.02,
09/02/2024 09:00,1.10673,1.1073,1.1062,1.10689,1.6,0.01,
09/02/2024 08:00,1.10668,1.10774,1.1062,1.10671,0.3,0.00,
09/02/2024 07:00,1.10657,1.1069,1.1054,1.10668,1.1,0.01,
09/02/2024 06:00,1.10549,1.107,1.1053,1.10655,10.6,0.10,
09/02/2024 05:00,1.10485,1.1058,1.1043,1.10551,6.6,0.06,
09/02/2024 04:00,1.10486,1.105,1.1042,1.10484,-0.2,0.00,
09/02/2024 03:00,1.10512,1.1056,1.1047,1.10483,-2.9,-0.03,
09/02/2024 02:00,1.10514,1.1055,1.1044,1.10513,-0.1,0.00,
09/02/2024 01:00,1.10535,1.1056,1.1049,1.10515,-2.0,-0.02,
09/02/2024 00:00,1.10442,1.1056,1.104,1.10534,9.2,0.08,
09/01/2024 23:00,1.10453,1.1049,1.1043,1.10444,-0.9,-0.01,
08/30/2024 20:00,1.10532,1.1056,1.10309,1.10455,-7.7,-0.07,
08/30/2024 19:00,1.10516,1.10547,1.1046,1.10533,1.7,0.02,
08/30/2024 18:00,1.10517,1.10562,1.1048,1.1052,0.3,0.00,
08/30/2024 17:00,1.10491,1.1057,1.1047,1.10524,3.3,0.03,
08/30/2024 16:00,1.10594,1.106,1.1043,1.10495,-9.9,-0.09,
08/30/2024 15:00,1.1069,1.1072,1.1052,1.10599,-9.1,-0.08,
08/30/2024 14:00,1.10718,1.10802,1.10612,1.1069,-2.8,-0.03,
08/30/2024 13:00,1.10682,1.1077,1.1052,1.10719,3.7,0.03,
08/30/2024 12:00,1.10815,1.10882,1.10553,1.10681,-13.4,-0.12,
08/30/2024 11:00,1.10791,1.10882,1.1077,1.10811,2.0,0.02,
08/30/2024 10:00,1.10828,1.10842,1.1073,1.10793,-3.5,-0.03,
08/30/2024 09:00,1.1075,1.1086,1.1074,1.10826,7.6,0.07,
08/30/2024 08:00,1.10839,1.1096,1.1073,1.10742,-9.7,-0.09,
08/30/2024 07:00,1.10849,1.109,1.1074,1.10839,-1.0,-0.01,
08/30/2024 06:00,1.10769,1.1086,1.1074,1.10849,8.0,0.07,
08/30/2024 05:00,1.1074,1.1079,1.1072,1.10769,2.9,0.03,
08/30/2024 04:00,1.10736,1.1078,1.107,1.10734,-0.2,0.00,
08/30/2024 03:00,1.10719,1.1077,1.107,1.10737,1.8,0.02,
08/30/2024 02:00,1.10713,1.1074,1.1068,1.10718,0.5,0.00,
08/30/2024 01:00,1.10802,1.1083,1.1071,1.1071,-9.2,-0.08,
08/30/2024 00:00,1.108,1.1084,1.1077,1.10804,0.4,0.00,
08/29/2024 23:00,1.10797,1.1084,1.1077,1.108,0.3,0.00,
08/29/2024 22:00,1.10779,1.1081,1.1075,1.10796,1.7,0.02,
08/29/2024 21:00,1.1078,1.10824,1.10679,1.1078,0,0.00,
08/29/2024 20:00,1.10752,1.108,1.1073,1.10763,1.1,0.01,
08/29/2024 19:00,1.10787,1.1082,1.1073,1.10753,-3.4,-0.03,
08/29/2024 18:00,1.10836,1.1085,1.1074,1.10791,-4.5,-0.04,
08/29/2024 17:00,1.10815,1.1086,1.1077,1.10834,1.9,0.02,
08/29/2024 16:00,1.1085,1.1088,1.1077,1.10816,-3.4,-0.03,
08/29/2024 15:00,1.10697,1.10854,1.1065,1.10848,15.1,0.14,
08/29/2024 14:00,1.10822,1.10831,1.1055,1.10698,-12.4,-0.11,
08/29/2024 13:00,1.1084,1.10895,1.1072,1.10822,-1.8,-0.02,
08/29/2024 12:00,1.10962,1.10977,1.1072,1.10839,-12.3,-0.11,
08/29/2024 11:00,1.10967,1.11,1.1091,1.10962,-0.5,0.00,
08/29/2024 10:00,1.10938,1.11,1.1087,1.10974,3.6,0.03,
08/29/2024 09:00,1.10848,1.1099,1.1082,1.10937,8.9,0.08,
08/29/2024 08:00,1.11293,1.113,1.10713,1.10848,-44.5,-0.40,
08/29/2024 07:00,1.11272,1.1132,1.1116,1.11296,2.4,0.02,
08/29/2024 06:00,1.11344,1.114,1.1125,1.11281,-6.3,-0.06,
08/29/2024 05:00,1.11353,1.1138,1.113,1.11354,0.1,0.00,
08/29/2024 04:00,1.11357,1.11371,1.1132,1.11352,-0.5,0.00,
08/29/2024 03:00,1.11313,1.1137,1.1128,1.11353,4.0,0.04,
08/29/2024 02:00,1.11286,1.1133,1.1126,1.11313,2.7,0.02,
08/29/2024 01:00,1.11312,1.1135,1.1127,1.11287,-2.5,-0.02,
08/29/2024 00:00,1.11242,1.1133,1.1123,1.11311,6.9,0.06,
08/28/2024 23:00,1.11235,1.1127,1.1121,1.11244,0.9,0.01,
08/28/2024 22:00,1.11194,1.1126,1.11165,1.1124,4.6,0.04,
08/28/2024 21:00,1.11193,1.1125,1.11159,1.11191,-0.2,0.00,
08/28/2024 20:00,1.11131,1.1121,1.1111,1.11193,6.2,0.06,
08/28/2024 19:00,1.11155,1.1118,1.1111,1.11132,-2.3,-0.02,
08/28/2024 18:00,1.11066,1.11162,1.1104,1.11157,9.1,0.08,
08/28/2024 17:00,1.11145,1.1118,1.1104,1.11069,-7.6,-0.07,
08/28/2024 16:00,1.1126,1.11262,1.1109,1.11143,-11.7,-0.11,
08/28/2024 15:00,1.11306,1.11312,1.112,1.1126,-4.6,-0.04,
08/28/2024 14:00,1.11109,1.11376,1.111,1.11301,19.2,0.17,
08/28/2024 13:00,1.1112,1.1122,1.1109,1.11104,-1.6,-0.01,
08/28/2024 12:00,1.11204,1.1123,1.1103,1.11117,-8.7,-0.08,
08/28/2024 11:00,1.11251,1.1132,1.1117,1.11203,-4.8,-0.04,
08/28/2024 10:00,1.11359,1.11376,1.112,1.11252,-10.7,-0.10,
08/28/2024 09:00,1.11413,1.1146,1.1132,1.11357,-5.6,-0.05,
08/28/2024 08:00,1.11562,1.116,1.1137,1.11412,-15.0,-0.13,
08/28/2024 07:00,1.11478,1.11591,1.1147,1.11561,8.3,0.07,
08/28/2024 06:00,1.11437,1.11514,1.1134,1.11478,4.1,0.04,
08/28/2024 05:00,1.11595,1.1161,1.1138,1.11438,-15.7,-0.14,
08/28/2024 04:00,1.11655,1.1169,1.1157,1.11595,-6.0,-0.05,
08/28/2024 03:00,1.11663,1.1169,1.1161,1.11656,-0.7,-0.01,
08/28/2024 02:00,1.11735,1.1179,1.1165,1.11664,-7.1,-0.06,
08/28/2024 01:00,1.11796,1.1181,1.117,1.11737,-5.9,-0.05,
08/28/2024 00:00,1.11767,1.1181,1.1173,1.11797,3.0,0.03,
08/27/2024 23:00,1.11831,1.1186,1.1174,1.1176,-7.1,-0.06,
08/27/2024 22:00,1.11832,1.1187,1.11811,1.11833,0.1,0.00,
08/27/2024 21:00,1.11829,1.1191,1.11699,1.11826,-0.3,0.00,
08/27/2024 20:00,1.11841,1.1186,1.1181,1.11829,-1.2,-0.01,
08/27/2024 19:00,1.11852,1.11857,1.118,1.11841,-1.1,-0.01,
08/27/2024 18:00,1.11813,1.1191,1.1178,1.11857,4.4,0.04,
08/27/2024 17:00,1.11654,1.1183,1.1163,1.1181,15.6,0.14,
08/27/2024 16:00,1.11591,1.1168,1.11587,1.11657,6.6,0.06,
08/27/2024 15:00,1.1166,1.1171,1.1157,1.11596,-6.4,-0.06,
08/27/2024 14:00,1.11669,1.1173,1.1161,1.1166,-0.9,-0.01,
08/27/2024 13:00,1.11586,1.11696,1.1151,1.11675,8.9,0.08,
08/27/2024 12:00,1.11607,1.1165,1.11498,1.11586,-2.1,-0.02,
08/27/2024 11:00,1.11657,1.117,1.116,1.11605,-5.2,-0.05,
08/27/2024 10:00,1.11676,1.1171,1.116,1.1166,-1.6,-0.01,
08/27/2024 09:00,1.11663,1.1179,1.1164,1.11678,1.5,0.01,
08/27/2024 08:00,1.11639,1.1175,1.11614,1.11666,2.7,0.02,
08/27/2024 07:00,1.11616,1.1173,1.11614,1.11639,2.3,0.02,
08/27/2024 06:00,1.11665,1.11713,1.116,1.11615,-5.0,-0.04,
08/27/2024 05:00,1.1168,1.1173,1.1163,1.11666,-1.4,-0.01,
08/27/2024 04:00,1.11665,1.117,1.1165,1.11681,1.6,0.01,
08/27/2024 03:00,1.11679,1.117,1.1163,1.11666,-1.3,-0.01,
08/27/2024 02:00,1.11691,1.1171,1.1163,1.11679,-1.2,-0.01,
08/27/2024 01:00,1.11607,1.1172,1.1158,1.11691,8.4,0.08,
08/27/2024 00:00,1.11643,1.1166,1.1158,1.11605,-3.8,-0.03,
08/26/2024 23:00,1.11623,1.1169,1.1162,1.11645,2.2,0.02,
08/26/2024 22:00,1.11601,1.1165,1.11585,1.1162,1.9,0.02,
08/26/2024 21:00,1.11598,1.1166,1.1144,1.11596,-0.2,0.00,
08/26/2024 20:00,1.11594,1.1163,1.1157,1.11598,0.4,0.00,
08/26/2024 19:00,1.11634,1.1166,1.1157,1.11593,-4.1,-0.04,
08/26/2024 18:00,1.11696,1.1171,1.1158,1.11633,-6.3,-0.06,
08/26/2024 17:00,1.11708,1.1176,1.1166,1.11697,-1.1,-0.01,
08/26/2024 16:00,1.11636,1.11721,1.1158,1.11711,7.5,0.07,
08/26/2024 15:00,1.11763,1.1177,1.1162,1.11635,-12.8,-0.11,
08/26/2024 14:00,1.11596,1.1179,1.1152,1.11761,16.5,0.15,
08/26/2024 13:00,1.11613,1.11626,1.1149,1.11597,-1.6,-0.01,
08/26/2024 12:00,1.1165,1.11685,1.1157,1.11612,-3.8,-0.03,
08/26/2024 11:00,1.11713,1.11734,1.1161,1.11653,-6.0,-0.05,
08/26/2024 10:00,1.11741,1.1178,1.1167,1.11715,-2.6,-0.02,
08/26/2024 09:00,1.11804,1.1184,1.117,1.11742,-6.2,-0.06,
08/26/2024 08:00,1.11803,1.1185,1.1175,1.11804,0.1,0.00,
08/26/2024 07:00,1.1181,1.1185,1.1174,1.1179,-2,-0.02,
08/26/2024 06:00,1.11791,1.119,1.11789,1.11811,2.0,0.02,
08/26/2024 05:00,1.11831,1.1186,1.1176,1.1179,-4.1,-0.04,
08/26/2024 04:00,1.11833,1.1187,1.1181,1.11832,-0.1,0.00,
08/26/2024 03:00,1.11865,1.1189,1.118,1.11832,-3.3,-0.03,
08/26/2024 02:00,1.11891,1.1195,1.1185,1.11865,-2.6,-0.02,
08/26/2024 01:00,1.11936,1.1201,1.1186,1.11895,-4.1,-0.04,
08/26/2024 00:00,1.1189,1.1202,1.1186,1.11937,4.7,0.04,
08/25/2024 23:00,1.1191,1.11922,1.1185,1.1187,-4,-0.04,
08/23/2024 20:00,1.11911,1.1194,1.1186,1.11913,0.2,0.00,
08/23/2024 19:00,1.11868,1.1196,1.1184,1.1191,4.2,0.04,
08/23/2024 18:00,1.11921,1.1202,1.1184,1.11871,-5.0,-0.04,
08/23/2024 17:00,1.11738,1.1198,1.1173,1.11925,18.7,0.17,
08/23/2024 16:00,1.11751,1.1179,1.1163,1.11739,-1.2,-0.01,
08/23/2024 15:00,1.11746,1.1196,1.11726,1.11751,0.5,0.00,
08/23/2024 14:00,1.11111,1.1185,1.11111,1.11747,63.6,0.57,
08/23/2024 13:00,1.11143,1.1115,1.1104,1.11131,-1.2,-0.01,
08/23/2024 12:00,1.11183,1.1123,1.111,1.11138,-4.5,-0.04,
08/23/2024 11:00,1.11193,1.1122,1.1109,1.11189,-0.4,0.00,
08/23/2024 10:00,1.11169,1.1124,1.1114,1.11196,2.7,0.02,
08/23/2024 09:00,1.11223,1.11271,1.1115,1.1117,-5.3,-0.05,
08/23/2024 08:00,1.11192,1.1125,1.1116,1.11228,3.6,0.03,
08/23/2024 07:00,1.11282,1.1133,1.11119,1.1119,-9.2,-0.08,
08/23/2024 06:00,1.11255,1.1131,1.1119,1.11282,2.7,0.02,
08/23/2024 05:00,1.1127,1.1129,1.1123,1.11258,-1.2,-0.01,
08/23/2024 04:00,1.11248,1.1129,1.1123,1.11277,2.9,0.03,
08/23/2024 03:00,1.11249,1.1128,1.1121,1.11248,-0.1,0.00,
08/23/2024 02:00,1.11271,1.113,1.1122,1.1125,-2.1,-0.02,
08/23/2024 01:00,1.11196,1.1129,1.1117,1.11271,7.5,0.07,
08/23/2024 00:00,1.11157,1.1123,1.1111,1.11194,3.7,0.03,
08/22/2024 23:00,1.11132,1.1119,1.1112,1.11157,2.5,0.02,
08/22/2024 22:00,1.11112,1.1117,1.1109,1.1113,1.8,0.02,
08/22/2024 21:00,1.11111,1.1115,1.10933,1.11105,-0.6,-0.01,
08/22/2024 20:00,1.11083,1.1113,1.1106,1.11111,2.8,0.03,
08/22/2024 19:00,1.11104,1.1114,1.1103,1.11081,-2.3,-0.02,
08/22/2024 18:00,1.11027,1.1111,1.1101,1.11102,7.5,0.07,
08/22/2024 17:00,1.11103,1.1111,1.1097,1.11026,-7.7,-0.07,
08/22/2024 16:00,1.11132,1.1118,1.1106,1.11104,-2.8,-0.03,
08/22/2024 15:00,1.11141,1.1116,1.1103,1.11129,-1.2,-0.01,
08/22/2024 14:00,1.11187,1.11195,1.1097,1.11148,-3.9,-0.04,
08/22/2024 13:00,1.114,1.1142,1.1111,1.11185,-21.5,-0.19,
08/22/2024 12:00,1.11364,1.1144,1.11239,1.11396,3.2,0.03,
08/22/2024 11:00,1.11446,1.1145,1.113,1.11364,-8.2,-0.07,
08/22/2024 10:00,1.11394,1.1146,1.1132,1.11451,5.7,0.05,
08/22/2024 09:00,1.11426,1.1143,1.1132,1.11395,-3.1,-0.03,
08/22/2024 08:00,1.11368,1.1151,1.11366,1.11425,5.7,0.05,
08/22/2024 07:00,1.11491,1.1167,1.1126,1.11369,-12.2,-0.11,
08/22/2024 06:00,1.11429,1.115,1.114,1.11495,6.6,0.06,
08/22/2024 05:00,1.11432,1.1146,1.1139,1.11427,-0.5,0.00,
08/22/2024 04:00,1.11446,1.1146,1.1139,1.1143,-1.6,-0.01,
08/22/2024 03:00,1.1141,1.1146,1.1141,1.11445,3.5,0.03,
08/22/2024 02:00,1.1142,1.1145,1.1139,1.11431,1.1,0.01,
08/22/2024 01:00,1.11474,1.1149,1.1141,1.11431,-4.3,-0.04,
08/22/2024 00:00,1.11548,1.1158,1.1144,1.11469,-7.9,-0.07,
08/21/2024 23:00,1.11557,1.1159,1.1151,1.11548,-0.9,-0.01,
08/21/2024 22:00,1.11482,1.1157,1.11473,1.11559,7.7,0.07,
08/21/2024 21:00,1.11471,1.1155,1.1125,1.11483,1.2,0.01,
08/21/2024 20:00,1.11517,1.1153,1.1146,1.11481,-3.6,-0.03,
08/21/2024 19:00,1.11614,1.11616,1.115,1.11515,-9.9,-0.09,
08/21/2024 18:00,1.11551,1.1175,1.11537,1.11616,6.5,0.06,
08/21/2024 17:00,1.1146,1.1159,1.1145,1.11536,7.6,0.07,
08/21/2024 16:00,1.1142,1.1149,1.11406,1.11457,3.7,0.03,
08/21/2024 15:00,1.1124,1.1148,1.11239,1.11418,17.8,0.16,
08/21/2024 14:00,1.11134,1.113,1.1098,1.1123,9.6,0.09,
08/21/2024 13:00,1.1125,1.1128,1.111,1.11141,-10.9,-0.10,
08/21/2024 12:00,1.11148,1.11302,1.1112,1.11246,9.8,0.09,
08/21/2024 11:00,1.11249,1.11249,1.1108,1.11147,-10.2,-0.09,
08/21/2024 10:00,1.11168,1.1126,1.1114,1.11248,8.0,0.07,
08/21/2024 09:00,1.11178,1.11253,1.1112,1.11168,-1.0,-0.01,
08/21/2024 08:00,1.11141,1.1123,1.111,1.11183,4.2,0.04,
08/21/2024 07:00,1.11176,1.1129,1.11098,1.11142,-3.4,-0.03,
08/21/2024 06:00,1.11175,1.112,1.1112,1.11177,0.2,0.00,
08/21/2024 05:00,1.11187,1.1122,1.1115,1.11175,-1.2,-0.01,
08/21/2024 04:00,1.11208,1.1122,1.1116,1.11188,-2.0,-0.02,
08/21/2024 03:00,1.11214,1.11223,1.1116,1.11207,-0.7,-0.01,
08/21/2024 02:00,1.11215,1.1125,1.1119,1.11216,0.1,0.00,
08/21/2024 01:00,1.11276,1.1129,1.1117,1.11213,-6.3,-0.06,
08/21/2024 00:00,1.11274,1.1134,1.1124,1.11276,0.2,0.00,
08/20/2024 23:00,1.11281,1.1133,1.1125,1.11271,-1.0,-0.01,
08/20/2024 22:00,1.11286,1.113,1.1125,1.11282,-0.4,0.00,
08/20/2024 21:00,1.1129,1.1136,1.11107,1.11275,-1.5,-0.01,
08/20/2024 20:00,1.11243,1.1132,1.1123,1.1129,4.7,0.04,
08/20/2024 19:00,1.11205,1.1128,1.1118,1.11244,3.9,0.04,
08/20/2024 18:00,1.11159,1.1124,1.1114,1.11206,4.7,0.04,
08/20/2024 17:00,1.11147,1.1117,1.1107,1.11158,1.1,0.01,
08/20/2024 16:00,1.1105,1.112,1.1103,1.11147,9.7,0.09,
